text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
مبروك🥳👶 الله اكبرها فعزكم,positive,positive,positive,positive,positive,positive,positive,positive,positive
كان يا مكان في قديم الزمان،كانت شركة مقاهي أمريكية الأصل ،يسمونها ستاربكس و لها فروع بالمغرب و كان حلمي أن أحظى بكوب قهوة في هذا المكان المرموق، إلا أنه اجتاح العالم وباء كورونا فحال دون تحقيق هذا الحلم ، وبعد مرور هذا الوباء اغلقت هذه المحلات للأبد و اندثر الحلم 😭😭 كورونيات,negative,negative,negative,negative,negative,negative,negative,negative,negative
حالات شفاء بتازة كورونا_المغرب,negative,negative,negative,negative,positive,positive,negative,positive,positive
: -الكمامات موجودين بوفرة كثيرة وجودة عالية غير ب 80 سنتيم مكان البيع : التلفزة المغربية 📺 🤦,positive,negative,negative,negative,negative,negative,negative,negative,negative
الحمد لله نتمناو الشفاء للاخرين,positive,positive,positive,positive,positive,positive,positive,positive,positive
كورونا_المغرب خلال ال24 ساعة الماضية تم تسجيل : ☆99 حالة إصابة جديدة --> المجموع : 1374 حالة مؤكدة ******* ☆4 حالات وفاة --> المجموع : 97 حالة وفاة ******* ☆12 حالة شفاء --> المجموع: 109 حالة شفاء,negative,negative,negative,negative,negative,positive,negative,negative,negative
امين يا رب🤲,positive,positive,positive,negative,positive,positive,positive,positive,positive
كورونا يودي بحياة طبيب ثالث في المغرب ! و يتعلق الأمر بطبيب الطب العام رويمي عمرام ، الذي أصيب بالفيروس و لفظ أنفاسه الأخيرة أمس الأربعاء بالدارالبيضاء.,positive,negative,negative,negative,negative,negative,negative,negative,negative
كورونا يودي بحياة طبيب ثالث في المغرب ! و يتعلق بطبيب الطب العام رويمي عمرام ، الذي أصيب بالفيروس و لفظ أنفاسه الأخيرة أمس الأربعاء بالدارالبيضاء.,negative,negative,negative,negative,negative,negative,negative,negative,negative
خطأ حالات الشفاء 103 و ديك +6 هي عدد حالات الشفاء لي تزادو من البارح لليوم,negative,negative,negative,negative,negative,negative,positive,negative,negative
: واحد التحية لناس اكادير 👌 انقرضوا بمعنى الكلمة جات اختي من الطبيب ههههههه قالت لي ريحة بنادم ماكدور الطونوبيلات قلال حتى…,negative,negative,negative,negative,negative,negative,negative,negative,negative
+71 حالة جديدة +6 حالات شفاء +3 وفيات كورونا_المغرب,negative,negative,negative,negative,positive,negative,positive,negative,negative
هادي دراسة دارها واحد أستاذ جامعي على تطور كورونا بالمغرب,negative,negative,negative,negative,positive,negative,negative,negative,negative
ايوا يا المشاهدين كاليك : إرتفاع عدد حالات العنف المنزلي بسبب الحجر الصحي 😢😢!,negative,negative,negative,negative,negative,negative,negative,negative,negative
: كورونا_المغرب تسجيل أول حالتين بجهة الداخلة وادي الذهب,negative,negative,negative,negative,positive,negative,positive,negative,negative
كورونا_المغرب خلال ال24 ساعة الماضية تم تسجيل : ☆91 حالة إصابة جديدة --> المجموع : 1275 حالة مؤكدة ******* ☆3 حالات وفاة --> المجموع : 93 حالة وفاة ******* ☆4 حالات شفاء --> المجموع: 97 حالة شفاء,negative,negative,negative,negative,negative,negative,negative,negative,negative
+58 حالة جديدة +4 حالات شفاء +1 حالة وفاة كورونا_المغرب,negative,negative,negative,negative,negative,negative,positive,negative,negative
إذا المرء لا يرعاك إلا تكلفا **** فدعه و لاتكثر عليه التأسفا فما كل ما تهواه يهواه قلبك **** ولا كل من صافيته لك قد صفا,negative,negative,negative,negative,negative,negative,negative,negative,negative
: عاجل جلالة الملك يستقبل بالقصر الملكي بالدار البيضاء كلا من السيد السعيد أمزازي والسيد عثمان الفردوس، بحضور رئيس الحكومة ا…,positive,positive,positive,negative,positive,positive,positive,negative,negative
كورونا_المغرب خلال ال24 ساعة الماضية تم تسجيل : ☆64 حالة إصابة جديدة --> المجموع :1184 حالة مؤكدة ******* ☆10 حالات وفاة --> المجموع : 90 حالة وفاة ******* ☆12 حالة شفاء --> المجموع: 93 حالة شفاء,negative,negative,negative,negative,negative,positive,negative,negative,negative
لا مايمكنش حيث إلا جمعتي عدد الحالات فكل جهة كايعطيك 1141 لي هو عدد الحالات المؤكدة و داخلين فيهم لي ماتو و لي تشفاو,negative,negative,negative,negative,negative,positive,negative,negative,negative
علاش حالات الإصابة كاينقصو ف هاد التوزيع ،البارح كانت جهة مراكش-اسفي :212 دبا ولات 202 جهة الدار البيضاء-سطات كانت 339 دبا ولات 332 جهة الرباط كانت 187 دبا ولات 186 🤨🤨🤔,negative,negative,negative,negative,negative,negative,negative,negative,negative
: اليوم تم تسجيل الحالة 12 في ازرو وحسب اخبار جد موثوقة فان المصاب لم يلتزم بالحجر الصحي وخالط العشرات من المواطنين لأن الحالة تع…,negative,negative,negative,negative,negative,negative,positive,negative,negative
: عاجل السلطات العمومية تقرر العمل بإجبارية وضع الكمامات_الواقية ابتداء من يوم غد الثلاثاء بالنسبة لجميع الأشخاص المسموح له…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: الدراري كيكونو مجمعين فراس الدروبة ديال حومتنا كل كروب مكالي السوار ليطيحو بسيف لشغل لمشغلة حتى كتبالهم السطافيط داخلة كتلقاهم…,negative,negative,negative,negative,negative,negative,negative,negative,negative
يا ربي 🙏🙏,positive,positive,positive,negative,positive,negative,positive,positive,positive
: هاد الرميد غايزيد الطين بلة بنادم ملهوط,negative,negative,negative,negative,positive,negative,negative,negative,negative
makaynach chi tari9a n3mro biha had les mot fléchés🤔😥,positive,negative,negative,negative,positive,positive,negative,negative,positive
